x,y,h,rho
0.09323461035790231,0.5211787655384129,0.12649110640673517,1
0.3743606235768238,0.5455285191631545,0.12649110640673517,1
0.29082669168748354,0.0736309294055844,0.12649110640673517,1
0.3786122755139123,0.4351106595167969,0.12649110640673517,1
-0.4104279470231439,0.537482224499729,0.12649110640673517,1
0.30529327988104854,0.25767063851151467,0.12649110640673517,1
0.42774164748341414,0.03594296596128137,0.12649110640673517,1
0.7025825770711706,0.26019934919651666,0.12649110640673517,1
-0.3953506691374709,-0.42337341909152926,0.12649110640673517,1
0.49718439424426775,-0.46216447807321864,0.12649110640673517,1
-0.551455333493583,0.2908361343173736,0.12649110640673517,1
-0.4613754342412429,0.2952295669630855,0.12649110640673517,1
-0.20013830571682537,0.42025197737100695,0.12649110640673517,1
0.03524464058704146,0.047625200596871,0.12649110640673517,1
0.683658802952063,-0.21493816133443824,0.12649110640673517,1
-0.5129422886012992,-0.09192692870976785,0.12649110640673517,1
0.6958360074610538,0.09540026582050376,0.12649110640673517,1
-0.043997556473744474,-0.4066821438369941,0.12649110640673517,1
-0.12080436398159394,0.47822670291953245,0.12649110640673517,1
-0.057645291660937625,-0.655508925267181,0.12649110640673517,1
0.2508612822556649,0.02519123779646756,0.12649110640673517,1
-0.514785830130711,-0.39666601681298524,0.12649110640673517,1
0.14676431839249218,0.22159376807900816,0.12649110640673517,1
0.06651980152672454,-0.008804462147231977,0.12649110640673517,1
0.1349664746882456,0.7120779767690311,0.12649110640673517,1
0.24628579373020423,0.18175561816767985,0.12649110640673517,1
0.07431297032401542,0.4103465082358038,0.12649110640673517,1
-0.48983934899882364,-0.42261135848320236,0.12649110640673517,1
-0.0448426181490435,0.2600883419572527,0.12649110640673517,1
0.46720154006178366,-0.26793702382757745,0.12649110640673517,1
0.03727159021077798,0.6745622838237056,0.12649110640673517,1
-0.2520456261308683,0.4242638460743347,0.12649110640673517,1
-0.31348699088862364,0.11926213014079781,0.12649110640673517,1
-0.18279095584091098,-0.020169419618528434,0.12649110640673517,1
0.5113415536192705,-0.34002756838057063,0.12649110640673517,1
-0.025625605795783764,0.4698398219383017,0.12649110640673517,1
0.17165998203730026,0.7131643609246658,0.12649110640673517,1
