x,y,z,vx,vy,vz,h,u
0,0,0,0,0,0,0.05,0
0.041666666666666664,0,0,0,0,0,0.05,0
0.08333333333333333,0,0,0,0,0,0.05,0
0.125,0,0,0,0,0,0.05,0
0.16666666666666666,0,0,0,0,0,0.05,0
0.20833333333333331,0,0,0,0,0,0.05,0
0.25,0,0,0,0,0,0.05,0
0.29166666666666663,0,0,0,0,0,0.05,0
0.3333333333333333,0,0,0,0,0,0.05,0
0.375,0,0,0,0,0,0.05,0
0.41666666666666663,0,0,0,0,0,0.05,0
0.4583333333333333,0,0,0,0,0,0.05,0
0.5,0,0,0,0,0,0.05,0
0.5416666666666666,0,0,0,0,0,0.05,0
0.5833333333333333,0,0,0,0,0,0.05,0
0.625,0,0,0,0,0,0.05,0
0.6666666666666666,0,0,0,0,0,0.05,0
0.7083333333333333,0,0,0,0,0,0.05,0
0.75,0,0,0,0,0,0.05,0
0.7916666666666666,0,0,0,0,0,0.05,0
0.8333333333333333,0,0,0,0,0,0.05,0
0.875,0,0,0,0,0,0.05,0
0.9166666666666666,0,0,0,0,0,0.05,0
0.9583333333333333,0,0,0,0,0,0.05,0
0,0.041666666666666664,0,0,0,0,0.05,0
0.041666666666666664,0.041666666666666664,0,0,0,0,0.05,0
0.08333333333333333,0.041666666666666664,0,0,0,0,0.05,0
0.125,0.041666666666666664,0,0,0,0,0.05,0
0.16666666666666666,0.041666666666666664,0,0,0,0,0.05,0
0.20833333333333331,0.041666666666666664,0,0,0,0,0.05,0
0.25,0.041666666666666664,0,0,0,0,0.05,0
0.29166666666666663,0.041666666666666664,0,0,0,0,0.05,0
0.3333333333333333,0.041666666666666664,0,0,0,0,0.05,0
0.375,0.041666666666666664,0,0,0,0,0.05,0
0.41666666666666663,0.041666666666666664,0,0,0,0,0.05,0
0.4583333333333333,0.041666666666666664,0,0,0,0,0.05,0
0.5,0.041666666666666664,0,0,0,0,0.05,0
0.5416666666666666,0.041666666666666664,0,0,0,0,0.05,0
0.5833333333333333,0.041666666666666664,0,0,0,0,0.05,0
0.625,0.041666666666666664,0,0,0,0,0.05,0
0.6666666666666666,0.041666666666666664,0,0,0,0,0.05,0
0.7083333333333333,0.041666666666666664,0,0,0,0,0.05,0
0.75,0.041666666666666664,0,0,0,0,0.05,0
0.7916666666666666,0.041666666666666664,0,0,0,0,0.05,0
0.8333333333333333,0.041666666666666664,0,0,0,0,0.05,0
0.875,0.041666666666666664,0,0,0,0,0.05,0
0.9166666666666666,0.041666666666666664,0,0,0,0,0.05,0
0.9583333333333333,0.041666666666666664,0,0,0,0,0.05,0
0,0.08333333333333333,0,0,0,0,0.05,0
0.041666666666666664,0.08333333333333333,0,0,0,0,0.05,0
0.08333333333333333,0.08333333333333333,0,0,0,0,0.05,0
